question_id,answer_id,question_text,question_score,pmid,pmtitle
17033,17038,Function of the Auricle in heart,2,10525506,"Left atrial appendage: structure, function, and role in thromboembolism."
17033,17038,Function of the Auricle in heart,2,23102384,
17033,17038,Function of the Auricle in heart,2,23555001,Left atrial appendages from adult hearts contain a reservoir of diverse cardiac progenitor cells.
17074,17075,How to study the effect on tau protein isoforms on microtubule based transport?,2,17233885,Antisense oligonucleotide-induced alternative splicing of the APOB mRNA generates a novel isoform of APOB.
17231,17232,Relationship between action potentials and EEG recordings,2,1932547,The propagation potential. An axonal response with implications for scalp-recorded EEG.
17323,17329,To determine no beating cardiomyocytes from ECG or video recording,2,10804436,Usefulness of echocardiography and doppler echocardiography in endomyocardial fibrosis.
17353,17355,To diagnose osteomyelitis of vertebral column in chronic kidney failure,2,20567730,"Radiographic imaging in osteomyelitis: the role of plain radiography, computed tomography, ultrasonography, magnetic resonance imaging, and scintigraphy."
17482,17494,Antihistamine&#39;s effect on insulin secretion and tiredness?,2,3529778,"The role of ranitidine infusion on glucose, insulin and C-peptide serum levels induced by oral glucose tolerance test in healthy subjects."
17635,26177,How much mechanical stress can a skeletal muscle bear?,2,19878911,Transversely isotropic tensile material properties of skeletal muscle tissue.
17732,17755,Can Rubella virus pass into brain stem?,2,9450233,Neurological aspects of rubella virus infection.
17732,17755,Can Rubella virus pass into brain stem?,2,17609643,Mumps encephalitis: return with a vengeance.
17939,17958,Anaerobic respiration choice in E. coli,2,6387427,
19013,19015,Why some neurons are tetraploid,2,20436277,A novel hypothesis for Alzheimer disease based on neuronal tetraploidy induced by p75 (NTR).
19013,19015,Why some neurons are tetraploid,2,20585523,Somatic tetraploidy in vertebrate neurons: Implications in physiology and pathology.
19065,19086,Prokaryotic Ribosomes,2,345278,Nascent peptide as sole attachment of polysomes to membranes in bacteria.
19095,19096,What are these strings used to describe animals?,2,1653172,Promoter traps in embryonic stem cells: a genetic screen to identify and mutate developmental genes in mice.
19095,19096,What are these strings used to describe animals?,2,18037879,Identification and targeting of the ROSA26 locus in human embryonic stem cells.
19095,19097,What are these strings used to describe animals?,2,1270790,Spontaneous seizures: a new mutation in Syrian golden hamsters.
19187,19406,Could an annual plant be genetically modified to be a perennial?,2,18997783,Flowering-time genes modulate meristem determinacy and growth form in Arabidopsis thaliana.
19187,19406,Could an annual plant be genetically modified to be a perennial?,2,7697715,The CONSTANS gene of Arabidopsis promotes flowering and encodes a protein showing similarities to zinc finger transcription factors.
19187,19406,Could an annual plant be genetically modified to be a perennial?,2,21284215,[Regulation pattern of the FRUITFULL (FUL) gene of Arabidopsis thaliana].
19196,19200,What is doubling of genetic material invented in flowering plants?,2,19667210,The frequency of polyploid speciation in vascular plants.
19196,19214,What is doubling of genetic material invented in flowering plants?,2,21551031,The Selaginella genome identifies genetic changes associated with the evolution of vascular plants.
19265,19271,Which of the following demonstrates the pattern of development in Greylag Geese?,2,1801945,Mechanisms of avian imprinting: a review.
19318,19736,List of Asymmetric Animals,2,19549490,
19526,19527,regarding genetic disorders related to protein production,2,19707361,Severe congenital protein C deficiency: the use of protein C concentrates (human) as replacement therapy for life-threatening blood-clotting complications.
19567,20013,Stem cell that can pass through blood vessel,2,22887987,Mesenchymal stem cells transmigrate between and directly through tumor necrosis factor-α-activated endothelial cells via both leukocyte-like and novel mechanisms.
19603,19622,Currency metabolites vs. current metabolites: What&#39;s the right term?,2,19808881,Pathway identification by network pruning in the metabolic network of Escherichia coli.
19668,19673,What is the formal terminology for two species that are &quot;close&quot; to each other in a phylogenetic tree?,2,12766228,Implications of natural selection in shaping 99.4% nonsynonymous DNA identity between humans and chimpanzees: enlarging genus Homo.
19711,19712,"When a thought &#39;crosses your mind&#39;, does it literally cross between left and right cerebral hemispheres?",2,24462102,CA3 retrieves coherent representations from degraded input: direct evidence for CA3 pattern completion and dentate gyrus pattern separation.
19863,19886,Why does chewing enrage me?,2,23805089,Misophonia: physiological investigations and case descriptions.
20204,20213,Bohr effect in respiration,2,7411620,
20350,20351,What is the chemical process involved in human hairs changing colour after sun exposure?,2,2071942,Pheomelanin as well as eumelanin is present in human epidermis.
20350,20351,What is the chemical process involved in human hairs changing colour after sun exposure?,2,18435612,The protective role of melanin against UV damage in human skin.
20509,20513,Percentage of mutations caused by radiation?,2,8478326,The frequency and accuracy of replication past a thymine-thymine cyclobutane dimer are very different in Saccharomyces cerevisiae and Escherichia coli.
20509,20513,Percentage of mutations caused by radiation?,2,8152929,The rate of hydrolytic deamination of 5-methylcytosine in double-stranded DNA.
20633,20650,Where I can find information about the study of animal vision?,2,14449617,
20633,20650,Where I can find information about the study of animal vision?,2,19525566,Recounting the impact of Hubel and Wiesel.
21080,21087,What is the difference between second and third generation sequencing,2,19997069,Sequencing technologies - the next generation.
21080,21087,What is the difference between second and third generation sequencing,2,24503479,Extracting data from the muck: deriving biological insight from complex microbial communities and non-model organisms with next generation sequencing.
21110,21140,Conscious evolution,2,17148287,Metabolic costs of brain size evolution.
21259,21260,Why is gastric lavage considered to be helpful only if a patient comes to a hospital within 1 hour of a toxic ingestion?,2,17074022,"Gastric emptying time of fluids and solids in healthy subjects determined by 13C breath tests: influence of age, sex and body mass index."
21314,21315,Kinesiology Tape Benefits,2,23306413,A systematic review of the effectiveness of kinesio taping for musculoskeletal injury.
21314,21315,Kinesiology Tape Benefits,2,23088702,The clinical effects of Kinesio® Tex taping: A systematic review.
21314,21315,Kinesiology Tape Benefits,2,25150913,Kinesiology tape does not facilitate muscle performance: A deceptive controlled trial.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,24490265,Long-term multivitamin supplementation and cognitive function in men: a randomized trial.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,11498727,The chronic effects of an extract of Bacopa monniera (Brahmi) on cognitive function in healthy human subjects.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,14624946,"""Brain-specific"" nutrients: a memory cure?"
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,17474991,Effect of multivitamin and multimineral supplementation on cognitive function in men and women aged 65 years and over: a randomised controlled trial.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,25175970,Adenosine receptor control of cognition in normal and disease.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,25057583,
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,20394312,Chronic caffeine treatment prevents sleep deprivation-induced impairment of cognitive function and synaptic plasticity.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,22101644,Caffeine-induced synaptic potentiation in hippocampal CA2 neurons.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,23625556,Caffeine and adenosine A(2A) receptor inactivation decrease striatal neuropathology in a lentiviral-based model of Machado-Joseph disease.
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,23206286,Do energy drinks contain active components other than caffeine?
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,20492310,"Caffeine (1, 3, 7-trimethylxanthine) in foods: a comprehensive review on consumption, functionality, safety, and regulatory matters."
21506,21515,Vitamins that could help &quot;make us smarter&quot;?,2,24490268,
21518,41903,Mutation-drift equilibrium and among loci variance in heterozygosity,2,16577780,
21535,23473,Is the quality of sleep dependent on sleep duration?,2,4130606,
21620,21626,What are the ways to test for protein in the canine urine?,2,20113233,Evaluation of a urine dipstick test for confirmation or exclusion of proteinuria in dogs.
21620,21626,What are the ways to test for protein in the canine urine?,2,6821941,Assessment of the benzethonium chloride method for routine determination of protein in cerebrospinal fluid and urine.
